id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class,id2023,form2023
618156,Oak Meadows Subdivision Ii And Iii,water system,2022.0,Y, 141 ,,,,,,,,,,,,,,,,,TX1460100,N,Municipal Long,Private/IOU,618156,Municipal
618160,Oakmont Saddle Mountain Water System,water system,2022.0,N, 150 ," 5,043,080 ", 89 ,,," 713,260 ", 14 ,,,,,,," 5,756,340 ", 103 ,,,TX1930015,N,Municipal Long,Water Supply Corporation,618160,Municipal
618175,Oak Ridge Wsc,water system,2022.0,N, 22 ," 1,041,300 ", 13 ,,,,,,,,,,," 1,041,300 ", 13 ,,,TX0160013,N,Municipal Long,Water Supply Corporation,,
618185,Oak Ridge Estates Water System,water system,2022.0,N, 129 ," 3,146,000 ", 43 ,,,,,,,,,,," 3,146,000 ", 43 ," 386,000 ",,TX1330134,N,Municipal Long,Private/IOU,618185,Municipal
618300,City Of Oak Ridge North,water system,2022.0,N," 3,600 "," 56,192,000 ", 979 ,,," 29,815,000 ", 205 ,,," 10,487,000 ", 14 ,,," 96,494,000 "," 1,198 "," 50,400 ",,TX1700025,N,Municipal Long,Municipal,618300,Municipal
618400,Oak Ridge South Gale Wsc,water system,2022.0,N," 3,050 "," 64,707,000 "," 1,027 ",,," 390,000 ", 1 ,,,,,,," 65,097,000 "," 1,028 ",,,TX0910033,N,Municipal Long,Water Supply Corporation,618400,Municipal
618415,Oak Shores Water System,water system,2022.0,Y, 669 ," 32,272,000 ", 220 ,,," 1,130,000 ", 7 ,,,,,,," 33,402,000 ", 227 ," 221,500 ", 1 ,TX2270060,N,Municipal Long,Private/IOU,618415,Municipal
618510,Oak Shores Water System,water system,2022.0,N, 74 ," 2,498,660 ", 74 ,,,,,,,,,,," 2,498,660 ", 74 ,,,TX1690011,N,Municipal Long,Private/IOU,618510,Municipal
618550,Oak Manor Mud,water system,2022.0,N, 534 ," 12,535,000 ", 177 ,,,,,,," 296,000 ", 1 ,,," 12,831,000 ", 178 ," 790,400 ", 2 ,TX0200032,N,Municipal Long,District ,618550,Municipal
618571,Oakridge Square Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1260031,N,Municipal Short,Mobile Home Park,,
618574,Oak River Ranch,water system,2022.0,Y, 70 ," 2,093,300 ", 26 ,,,,,,,,,,," 2,093,300 ", 26 ,,,TX2130031,N,Municipal Long,Private/IOU,618574,Municipal
618587,Oak Terrace Estates Water System,water system,2022.0,N, 435 ," 4,713,000 ", 145 ,,,,,,,,,,," 4,713,000 ", 145 ," 6,645,900 ",,TX1870055,N,Municipal Long,Private/IOU,618587,Municipal
618590,Oak Trail Shores,water system,2022.0,N," 2,061 "," 25,293,000 "," 1,954 ",,," 237,000 ", 24 ,,,,,,," 25,530,000 "," 1,978 "," 68,952,000 ",,TX1110004,N,Municipal Long,Private/IOU,618590,Municipal
618600,Oakridge Mobile Home Subdivision,water system,,,,,,,,,,,,,,,,,,,,TX1260124,N,Municipal Short,Mobile Home Park,618600,Municipal
618622,Oaks Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX0160007,N,Municipal Short,Mobile Home Park,618622,Municipal
618623,Oaks Of Rosehill,water system,2022.0,N, 129 ," 11,529,500 ", 43 ,,,,,,,,,,," 11,529,500 ", 43 ,,,TX1013066,N,Municipal Long,Private/IOU,618623,Municipal
618624,Lakes Of Rosehill Water System,water system,2022.0,Y," 1,257 ",, 419 ,,,,,,,,,,,, 419 ,,,TX1013050,N,Municipal Long,Private/IOU,618624,Municipal
618628,Oakmont Pud,water system,2022.0,N," 3,498 "," 194,070,000 "," 1,144 ",,," 4,010,000 ", 4 ,,," 15,474,000 ", 18 ,,," 213,554,000 "," 1,166 ",,,TX1012981,N,Municipal Long,District ,618628,Municipal
618630,Oakview Farms Subdivision,water system,2022.0,Y, 237 ,,,,,,,,,,,,,,,,,TX1260010,N,Municipal Long,Private/IOU,618630,Municipal
618800,City Of Oakwood,water system,2022.0,N, 510 ," 20,852,900 ", 343 ,,,,,,," 400,000 ", 4 ,,," 21,252,900 ", 347 ,,,TX1450003,N,Municipal Long,Municipal,618800,Municipal
618810,Oakwood Subdivision Water System,water system,2022.0,N, 160 ," 29,029,250 ", 146 ,,," 3,228,000 ", 14 ,,,,,,," 32,257,250 ", 160 ,,,TX1070217,N,Municipal Long,Private/IOU,618810,Municipal
618825,Oak Woods Water System,water system,2022.0,N, 159 ," 2,887,000 ", 52 ,,," 127,000 ", 1 ,,,,,,," 3,014,000 ", 53 ," 768,496 ",,TX1700454,N,Municipal Long,Private/IOU,618825,Municipal
619000,City Of Obrien,water system,2022.0,N, 98 ," 2,264,000 ", 53 ,,," 365,000 ", 7 ,,,,,,," 2,629,000 ", 60 ," 700,000 ", 6 ,TX1040005,N,Municipal Long,Municipal,619000,Municipal
619113,Ocean Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX0360023,N,Municipal Short,Mobile Home Park,619113,Municipal
619200,City Of Odem,water system,2022.0,N," 2,499 "," 141,000 "," 1,105 "," 85,130 ", 33 ," 4,000 ", 68 ,,,,,,," 230,280 "," 1,207 ",,,TX2050004,N,Municipal Long,Municipal,619200,Municipal
622000,City Of Odonnell,water system,2022.0,N, 704 ," 22,406,112 ", 290 ,, 4 ," 5,831,060 ", 30 ,,,,,,," 28,237,172 ", 324 ," 249,750 ", 11 ,TX1530001,N,Municipal Long,Municipal,622000,Municipal
622400,Oenaville & Belfalls Wsc,water system,2022.0,N, 711 ," 20,672,670 ", 237 ,,,,,,,,,,," 20,672,670 ", 237 ,,,TX0140020,N,Municipal Long,Water Supply Corporation,622400,Municipal
622800,City Of Oglesby,water system,2022.0,N, 822 ," 13,137,100 ", 255 ," 328,400 ", 10 ," 1,950,000 ", 2 ,,," 1,158,300 ", 1 ,,," 16,573,800 ", 268 ," 4,887,000 ", 1 ,TX0500003,N,Municipal Long,Municipal,622800,Municipal
623465,Oilton Rural Wsc,water system,2022.0,N, 411 ," 7,309,900 ", 133 ,,," 263,300 ", 4 ,,," 599,200 ", 4 ," 423,500 ", 2 ," 8,595,900 ", 143 ,,,TX2400006,N,Municipal Long,Water Supply Corporation,623465,Municipal
623466,Oklaunion Wsc,water system,2022.0,Y, 95 ," 2,266,885 ", 67 ,,," 290,200 ", 1 ,,," 22,920 ", 2 ," 111,680 ", 2 ," 2,691,685 ", 72 ," 30,315 ", 3 ,TX2440009,N,Municipal Long,Water Supply Corporation,623466,Municipal
623468,Old Alton Water,water system,2022.0,Y, 66 ," 3,084,590 ", 23 ,,,,,,,,,,," 3,084,590 ", 23 ,,,TX0610268,N,Municipal Long,Private/IOU,623468,Municipal
623480,Old Chisolm Estates,water system,2022.0,Y, 372 ,,,,,,,,,,,,,,,,,TX2490036,N,Municipal Long,Private/IOU,623480,Municipal
623540,Olden Wsc,water system,2022.0,Y, 786 ," 12,996,000 ", 262 ,,,,,,,,,,," 12,996,000 ", 262 ," 1,760,000 ", 6 ,TX0670020,N,Municipal Long,Water Supply Corporation,623540,Municipal
623565,Old Town Wsc,water system,2022.0,N, 114 ," 3,963,000 ", 37 ,,,,,,,,,,," 3,963,000 ", 37 ,,,TX1020067,N,Municipal Long,Water Supply Corporation,623565,Municipal
623905,Olsen Estates Water System,water system,2022.0,N, 162 ," 3,339,540 ", 56 ,,,,,,,,,,," 3,339,540 ", 56 ,,,TX0360065,N,Municipal Long,Institutions/Facilities,623905,Municipal
624400,City Of Olton,water system,2022.0,N," 2,200 "," 64,294,000 ", 869 ," 2,606,000 ", 5 ," 5,213,000 ", 20 ,,," 11,295,000 ", 25 ," 3,475,000 ", 10 ," 86,883,000 ", 929 ," 3,500,000 ", 20 ,TX1400004,N,Municipal Long,Municipal,624400,Municipal
625200,City Of Omaha,water system,2022.0,N," 1,633 "," 26,237,500 ", 519 ," 1,366,200 ", 8 ," 3,500,000 ", 26 ,,," 1,214,700 ", 2 ,,," 32,318,400 ", 555 ," 4,000 ", 4 ,TX1720004,N,Municipal Long,Municipal,625200,Municipal
626010,Onalaska Wsc,water system,2022.0,N," 5,667 "," 76,448,095 "," 1,738 "," 1,151,966 ", 8 ," 15,094,890 ", 108 ,,," 3,163,203 ", 35 ,,," 95,858,154 "," 1,889 "," 11,863,175 ",,TX1870009,N,Municipal Long,Water Supply Corporation,626010,Municipal
626050,One Five O Wsc,water system,2022.0,N," 3,327 "," 110,092,200 "," 1,109 ",,,,,,,,,,," 110,092,200 "," 1,109 "," 3,200,000 ", 145 ,TX2040019,N,Municipal Long,Water Supply Corporation,626050,Municipal
626055,Sk Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1520067,N,Municipal Short,Mobile Home Park,626055,Municipal
626700,Onion Creek Meadows,water system,2022.0,Y, 580 ," 12,725,400 ", 231 ,,," 34,100 ", 1 ,,,,,,," 12,759,500 ", 232 ,,,TX2270059,N,Municipal Long,Private/IOU,626700,Municipal
626709,City Of Opdyke West,water system,2022.0,Y, 270 ," 7,181,600 ", 90 ,,,,,,,,,,," 7,181,600 ", 90 ,,,TX1100030,N,Municipal Long,Municipal,626709,Municipal
628000,Orange Grove Water Supply,water system,2022.0,N, 498 ," 12,700,000 ", 167 ,,,,,,,,,,," 12,700,000 ", 167 ," 613,900 ", 1 ,TX1010870,N,Municipal Long,Water Supply Corporation,628000,Municipal
628400,City Of Orange Grove,water system,2022.0,Y," 1,318 "," 65,800 ", 698 , 70 , 2 ," 4,600 ", 55 ,,, 630 , 13 ,,," 83,140 ", 768 ," 8,900 ", 12 ,TX1250002,N,Municipal Long,Municipal,628400,Municipal
628425,Blue Sage Gardens Subdivision,water system,2022.0,N, 162 ," 3,234,000 ", 54 ,,,,,,,,,,," 3,234,000 ", 54 ," 3,000 ",,TX0200323,N,Municipal Long,Private/IOU,628425,Municipal
628426,Brandi Estates,water system,2022.0,N, 138 ," 2,882,000 ", 46 ,,,,,,,,,,," 2,882,000 ", 46 ,,,TX0200325,N,Municipal Long,Private/IOU,628426,Municipal
628427,Colony Cove Subdivision Water System,water system,2022.0,N, 177 ," 2,382,000 ", 59 ,,,,,,,,,,," 2,382,000 ", 59 ,,,TX0200324,N,Municipal Long,Private/IOU,628427,Municipal
628428,Grasslands,water system,2022.0,N, 565 ," 16,121,000 ", 185 ,,,,,,,,,,," 16,121,000 ", 185 ," 120,000 ", 1 ,TX0200360,N,Municipal Long,Private/IOU,628428,Municipal
628429,Rosharon Road Estates Subdivision,water system,2022.0,N, 258 ," 5,027,000 ", 86 ,,,,,,,,,,," 5,027,000 ", 86 ," 2,000 ",,TX0200346,N,Municipal Long,Private/IOU,628429,Municipal
628430,Sandy Meadow Estates Subdivision,water system,2022.0,N, 234 ," 5,077,000 ", 78 ,,,,,,,,,,," 5,077,000 ", 78 ," 2,000 ",,TX0200335,N,Municipal Long,Private/IOU,628430,Municipal
628431,Coronado Country,water system,2022.0,N, 141 ," 2,622,000 ", 47 ,,,,,,,,,,," 2,622,000 ", 47 ,,,TX0200275,N,Municipal Long,Private/IOU,628431,Municipal
628432,Country Acre Estates,water system,2022.0,N, 294 ," 7,698,000 ", 98 ,,,,,,,,,,," 7,698,000 ", 98 ,,,TX0200274,N,Municipal Long,Private/IOU,628432,Municipal
628433,Country Meadows,water system,2022.0,N, 171 ," 3,367,000 ", 57 ,,,,,,,,,,," 3,367,000 ", 57 ,,,TX0200273,N,Municipal Long,Private/IOU,628433,Municipal
628840,City Of Orchard,water system,2022.0,N, 315 ," 11,414,416 ", 211 ,,," 982,884 ", 7 ,,,,,,," 12,397,300 ", 218 ,,,TX0790037,N,Municipal Long,Municipal,628840,Municipal
629000,City Of Ore City,water system,2022.0,N," 1,144 "," 25,600,000 ", 481 ," 1,440,000 ", 18 ," 4,896,900 ", 38 ,,," 8,805,700 ", 18 ,,," 40,742,600 ", 555 ," 380,000 ", 99 ,TX2300003,N,Municipal Long,Municipal,629000,Municipal
632000,City Of Ovilla,water system,2022.0,N," 3,573 "," 163,943,000 "," 1,289 ",,," 50,000,000 ", 7 ,,," 15,000,000 ", 4 ,,," 228,943,000 "," 1,300 ",,,TX0700067,N,Municipal Long,Municipal,632000,Municipal
632850,Oyster Creek Estates,water system,,,,,,,,,,,,,,,,,,,,TX0200607,N,Municipal Short,Private/IOU,632850,Municipal
632905,City Of Oyster Creek,water system,2022.0,N," 1,173 "," 24,017,214 ", 511 ," 2,342,620 ", 12 ," 6,405,910 ", 59 ," 400,350 ", 4 ," 987,310 ", 7 ,,," 34,153,404 ", 593 ," 5,410,500 ", 56 ,TX0200230,N,Municipal Long,Municipal,632905,Municipal
634000,Crockett County Wcid 1 Ozona,water system,2022.0,N," 3,068 "," 178,163,696 "," 1,453 "," 2,365,377 ", 2 ," 94,901,363 ", 287 ,,," 1,761,843 ", 1 ,,," 277,192,279 "," 1,743 "," 162,000 ", 3 ,TX0530012,N,Municipal Long,District ,634000,Municipal
635400,Oakview Water System,water system,2022.0,N, 195 ," 3,327,000 ", 65 ,,,,,,,,,,," 3,327,000 ", 65 ," 1,088,000 ",,TX0860107,N,Municipal Long,Private/IOU,635400,Municipal
635950,Padok Timbers Subdivision Ws,water system,2022.0,N, 100 ," 3,517,000 ", 49 ,,,,,,,,,,," 3,517,000 ", 49 ,,,TX1012130,N,Municipal Long,Private/IOU,635950,Municipal
635951,K Lake Terrace,water system,2022.0,N, 42 ," 1,482,000 ", 21 ,,,,,,,,,,," 1,482,000 ", 21 ,,,TX1012710,N,Municipal Long,Private/IOU,635951,Municipal
635952,K Estates Water System,water system,2022.0,N, 42 ," 1,677,000 ", 21 ,,,,,,,,,,," 1,677,000 ", 21 ,,,TX1012868,N,Municipal Long,Private/IOU,635952,Municipal
635953,Roving Meadows Water System,water system,2022.0,N, 130 ," 5,870,000 ", 49 ,,,,,,,,,,," 5,870,000 ", 49 ,,,TX1012260,N,Municipal Long,Private/IOU,635953,Municipal
639000,City Of Paducah,water system,2022.0,N," 1,060 "," 42,675,900 ", 530 ," 4,950,500 ", 10 ," 9,556,900 ", 45 ,,,,," 420,650 ", 20 ," 57,603,950 ", 605 ," 10,853,940 ",,TX0510001,N,Municipal Long,Municipal,639000,Municipal
639530,City Of Paint Rock,water system,2022.0,N, 275 ," 4,921,240 ", 114 ,,," 3,566,440 ", 24 ,,," 73,020 ", 2 ,,," 8,560,700 ", 140 ," 2,000,000 ", 18 ,TX0480012,N,Municipal Long,Municipal,639530,Municipal
639532,Paisano Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1250017,N,Municipal Short,Mobile Home Park,639532,Municipal
639800,City Of Palacios,water system,2022.0,Y," 4,887 "," 73,790,800 "," 1,562 ",,," 41,744,600 ", 190 ,,,,,,," 115,535,400 "," 1,752 "," 37,630,500 ", 3 ,TX1610004,N,Municipal Long,Municipal,639800,Municipal
639805,Tonkawa Wsc,water system,2022.0,N, 87 ," 1,399,360 ", 45 ,,,,,,,,,,," 1,399,360 ", 45 ," 6,000 ",,TX2270112,N,Municipal Long,Water Supply Corporation,639805,Municipal
641400,City Of Palmer,water system,2022.0,N," 2,973 "," 47,960,000 ", 901 ," 354,000 ", 2 ," 20,949,000 ", 72 ,,,,,,," 69,263,000 ", 975 ,,,TX0700007,N,Municipal Long,Municipal,641400,Municipal
641450,Palmer Plantation Mud 1,water system,2022.0,N," 2,031 "," 83,813,000 ", 659 ,,," 14,338,000 ", 18 ,,,,,,," 98,151,000 ", 677 ,,,TX0790199,N,Municipal Long,District ,641450,Municipal
641451,Palmer Plantation Mud 2,water system,2022.0,N," 2,535 "," 87,234,000 ", 832 ,,," 7,006,000 ", 13 ,,,,,,," 94,240,000 ", 845 ,,,TX0790323,N,Municipal Long,District ,641451,Municipal
641653,Palo Duro Club Water System,water system,,,,,,,,,,,,,,,,,,,,TX1910011,N,Municipal Short,Institutions/Facilities,641653,Municipal
642201,Tdcj Baten & Jordan Units,water system,,,,,,,,,,,,,,,,,,,,TX0900041,N,Municipal Short,Institutions/Facilities,642201,Municipal
647800,Panhandle Municipal Water System,water system,2022.0,N," 2,452 "," 99,843,828 "," 1,016 "," 2,894,024 ", 7 ," 5,788,048 ", 82 ,,," 34,728,288 ", 75 ," 1,447,012 ", 16 ," 144,701,200 "," 1,196 ",,,TX0330002,N,Municipal Long,Municipal,647800,Municipal
650200,Panola-Bethany Wsc,water system,2022.0,N," 2,283 "," 47,651,230 ", 761 ,,,,,,,,,,," 47,651,230 ", 761 ," 2,150,000 ", 10 ,TX1830011,N,Municipal Long,Water Supply Corporation,650200,Municipal
650230,City Of Panorama Village,water system,2022.0,N," 2,800 "," 91,970,939 "," 1,161 ",,," 2,930,200 ", 7 ,,,,,,," 94,901,139 "," 1,168 ",,,TX1700026,N,Municipal Long,Municipal,650230,Municipal
650400,Town Of Pantego,water system,2022.0,N," 2,450 "," 100,439,983 ", 901 ," 7,885,551 ", 122 ," 47,710,122 ", 556 ,,," 5,445,070 ", 136 ,,," 161,480,726 "," 1,715 "," 4,850,000 ", 182 ,TX2200066,N,Municipal Long,Municipal,650400,Municipal
650850,Lake Livingston Paradise Cove,water system,2022.0,N, 174 ," 2,645,000 ", 58 ,,,,,,,,,,," 2,645,000 ", 58 ,,,TX2040062,N,Municipal Long,Water Supply Corporation,650850,Municipal
650901,Paradise Point Subdivision,water system,2022.0,N, 420 ," 4,753,197 ", 138 ,,," 250,168 ", 2 ,,,,,,," 5,003,365 ", 140 ," 329,100 ", 4 ,TX1500008,N,Municipal Long,Authority,650901,Municipal
651000,City Of Paradise,water system,2022.0,N, 939 ," 10,535,172 ", 229 ," 301,395 ", 9 ," 1,435,302 ", 45 ,,," 4,768,455 ", 30 ,,," 17,040,324 ", 313 ," 48,000 ", 5 ,TX2490010,N,Municipal Long,Municipal,651000,Municipal
651500,Parkland Estates,water system,2022.0,N, 240 ," 5,382,000 ", 75 ,,," 1,653,000 ", 5 ,,,,,,," 7,035,000 ", 80 ," 5,646,000 ",,TX1010192,N,Municipal Long,Private/IOU,651500,Municipal
651601,Park Place Subdivision,water system,2022.0,Y, 120 ,,,,,,,,,,,,,,,,,TX1330127,N,Municipal Long,Private/IOU,651601,Municipal
651745,Parkerville East Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX0570097,N,Municipal Short,Mobile Home Park,651745,Municipal
651750,Parker Wsc,water system,2022.0,N," 3,051 "," 80,087,600 "," 1,040 ",,," 220,000 ", 1 ,,,,,,," 80,307,600 "," 1,041 "," 600,000 ",,TX1260021,N,Municipal Long,Water Supply Corporation,651750,Municipal
651755,City Of Aledo,water system,2022.0,N," 5,380 "," 199,696,834 "," 1,762 ",,," 28,026,794 ", 174 ,,,,,,," 227,723,628 "," 1,936 "," 114,000 ", 19 ,TX1840001,N,Municipal Long,Municipal,651755,Municipal
651785,Parkview Water Supply,water system,2022.0,Y, 130 ," 185,400 ", 1 ," 3,223,700 ", 28 ," 91,860 ", 4 ,,,,,,," 3,500,960 ", 33 ," 125,000 ", 2 ,TX1810127,N,Municipal Long,Private/IOU,651785,Municipal
651825,Parker County Sud Ground Water,water system,2022.0,N, 465 ," 6,306,174 ", 123 ,,," 416,362 ", 8 ,,," 717,560 ", 9 ,,," 7,440,096 ", 140 ," 2,309,120 ", 9 ,TX1840025,N,Municipal Long,District ,651825,Municipal
652057,Patrick Wsc,water system,2022.0,N, 225 ," 12,690,710 ", 75 ,,,,,,,,,,," 12,690,710 ", 75 ," 15,000 ", 1 ,TX1550134,N,Municipal Long,Water Supply Corporation,652057,Municipal
652060,Pattison Wsc,water system,2022.0,Y," 1,641 "," 25,224,000 ", 538 ,,," 6,044,000 ", 24 ,,,,,,," 31,268,000 ", 562 ,,,TX2370005,N,Municipal Long,Water Supply Corporation,652060,Municipal
652110,Pattonville Wsc,water system,2022.0,N, 510 ," 9,243,500 ", 177 ,,,,,,," 5,046,800 ", 8 ,,," 14,290,300 ", 185 ," 134,100 ", 22 ,TX1390011,N,Municipal Long,Water Supply Corporation,652110,Municipal
652165,Payne Springs Wsc,water system,2022.0,N," 1,455 "," 24,540,000 ", 485 ,,," 195,910 ", 2 ,,,,,,," 24,735,910 ", 487 ,,,TX1070119,N,Municipal Long,Water Supply Corporation,652165,Municipal
652173,Pb & Sc Water Supply Corporation,water system,2022.0,N," 2,250 "," 50,569,100 ", 730 ,,," 1,075,600 ", 9 ,,," 343,400 ", 11 ,,," 51,988,100 ", 750 ," 500,000 ", 48 ,TX2040024,N,Municipal Long,Water Supply Corporation,652173,Municipal
652176,Peaceful Meadows Subdivision,water system,2022.0,Y, 126 ,,,,,,,,,,,,,,,,,TX1260067,N,Municipal Long,Private/IOU,652176,Municipal
652178,Peakes Park,water system,,,,,,,,,,,,,,,,,,,,TX1010651,N,Municipal Short,Mobile Home Park,652178,Municipal
653265,Lake Livingston Big Thicket Lake 2,water system,2022.0,N, 474 ," 5,725,000 ", 158 ,,,,,,,,,,," 5,725,000 ", 158 ,,,TX1460007,N,Municipal Long,Water Supply Corporation,653265,Municipal
653400,City Of Pearsall,water system,2022.0,N," 7,335 "," 267,590,000 "," 2,558 ",,," 130,384,000 ", 384 ,,,,,,," 397,974,000 "," 2,942 "," 16,625,840 ", 5 ,TX0820002,N,Municipal Long,Municipal,653400,Municipal
653855,Concho Rural Water Pecan Creek,water system,,,,,,,,,,,,,,,,,,,,TX2260057,N,Municipal Short,Mobile Home Park,653855,Municipal
653867,Pecan Grove Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1650024,N,Municipal Short,Mobile Home Park,653867,Municipal
653868,Peaceful Lane Village,water system,,,,,,,,,,,,,,,,,,,,TX1520039,N,Municipal Short,Mobile Home Park,653868,Municipal
653870,City Of Parker,water system,2022.0,N," 5,352 "," 495,516,764 "," 2,063 ",,,,,,,,,,," 495,516,764 "," 2,063 ",,,TX0430045,N,Municipal Long,Municipal,653870,Municipal
653925,Pecan Utilities Oak Ridge Subdivision,water system,2022.0,Y, 585 ," 8,070,000 ", 195 ,,,,,,,,,,," 8,070,000 ", 195 ," 106,000 ",,TX1500043,N,Municipal Long,Private/IOU,653925,Municipal
654310,Pecos County Fresh Water,water system,2022.0,N, 780 ," 24,125,500 ", 269 ,,," 802,500 ", 24 ,,," 4,921,700 ", 30 ," 5,965,100 ", 37 ," 35,814,800 ", 360 ," 1,372,300 ", 6 ,TX1860029,N,Municipal Long,Private/IOU,654310,Municipal
654315,Pecos County Wcid 1,water system,2022.0,N," 3,636 "," 118,383,100 "," 1,118 ",,," 5,782,000 ", 94 ,,,,,,," 124,165,100 "," 1,212 "," 55,499,500 ", 32 ,TX1860026,N,Municipal Long,District ,654315,Municipal
654450,City Of Pelican Bay,water system,2022.0,N," 2,300 "," 56,948,000 ", 951 ,,," 63,900 ", 1 ,,,,,,," 57,011,900 ", 952 ," 611,900 ",,TX2200164,N,Municipal Long,Municipal,654450,Municipal
654500,Pendleton Wsc,water system,2022.0,N," 3,672 "," 86,344,506 ", 996 ," 1,323,710 ", 1 ," 1,388,764 ", 33 ,,," 138,920 ", 3 ," 2,897,120 ", 16 ," 92,093,020 "," 1,049 "," 2,038,150 ",,TX0140033,N,Municipal Long,Water Supply Corporation,654500,Municipal
656550,Penelope Wsc,water system,2022.0,N, 206 ," 4,649,680 ", 97 ,,," 26,460 ", 1 ,,," 726,120 ", 5 ,,," 5,402,260 ", 103 ," 15,000 ", 13 ,TX1090026,N,Municipal Long,Water Supply Corporation,656550,Municipal
658200,City Of Petersburg,water system,2022.0,Y," 1,200 "," 30,123,000 ", 379 ," 750,000 ", 10 ," 3,450,000 ", 46 ," 525,000 ", 7 ," 1,350,000 ", 18 ," 975,000 ", 13 ," 37,173,000 ", 473 ," 50,000,000 ", 70 ,TX0950003,N,Municipal Long,Municipal,658200,Municipal
658205,Peterson Place Subdivision Water System,water system,2022.0,N, 144 ," 3,122,000 ", 48 ,,,,,,,,,,," 3,122,000 ", 48 ," 499,000 ",,TX1460086,N,Municipal Long,Private/IOU,658205,Municipal
658250,City Of Petrolia,water system,2022.0,N, 686 ," 6,147,000 ", 297 ,,," 25,000 ", 12 ,,," 104,000 ", 15 ,,," 6,276,000 ", 324 ,,,TX0390002,N,Municipal Long,Municipal,658250,Municipal
659000,Pettus Mud,water system,2022.0,N, 714 ," 890,000 ", 211 ,,," 26,699,300 ", 27 ,,,,,,," 27,589,300 ", 238 ," 1,818,630 ", 1 ,TX0130013,N,Municipal Long,Municipal,659000,Municipal
659200,Petty Wsc,water system,2022.0,Y, 200 ," 4,528,458 ", 80 ,,,,,,,,,,," 4,528,458 ", 80 ," 45,742 ",,TX1390012,N,Municipal Long,Water Supply Corporation,659200,Municipal
664400,Phelps Sud,water system,2022.0,N," 1,800 "," 59,905,490 ", 656 ,,," 3,314,010 ", 3 ,,,,,,," 63,219,500 ", 659 ,,,TX2360009,N,Municipal Long,District ,664400,Municipal
683002,Phoenix Water Works,water system,2022.0,Y," 1,044 "," 19,411,100 ", 348 ,,,,,,,,,,," 19,411,100 ", 348 ,,,TX1070211,N,Municipal Long,Private/IOU,683002,Municipal
683025,Pigeon Road Estates,water system,2022.0,N, 117 ," 2,652,800 ", 39 ,,,,,,,,,,," 2,652,800 ", 39 ,,,TX0720027,N,Municipal Long,Private/IOU,683025,Municipal
683070,Pickton Wsc,water system,2022.0,N, 850 ," 12,217,300 ", 230 ,,," 82,300 ", 1 ,,,,,,," 12,299,600 ", 231 ," 7,880,900 ", 30 ,TX1120018,N,Municipal Long,Water Supply Corporation,683070,Municipal
683123,Pinedale Mobile Home Community,water system,,,,,,,,,,,,,,,,,,,,TX1700482,N,Municipal Short,Mobile Home Park,683123,Municipal
683130,City Of Pilot Point,water system,2022.0,N," 5,047 "," 126,192,150 "," 2,016 "," 9,174,384 ", 6 ," 64,528,821 ", 539 ,,,,,,," 199,895,355 "," 2,561 ",,,TX0610005,N,Municipal Long,Municipal,683130,Municipal
683132,Pilot Point Rural Water Supply,water system,2022.0,N, 90 ," 2,095,000 ", 30 ,,,,,,,,,,," 2,095,000 ", 30 ," 5,000 ", 1 ,TX0610189,N,Municipal Long,Private/IOU,683132,Municipal
683136,Pin Oak Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1010826,N,Municipal Short,Mobile Home Park,683136,Municipal
683158,Pine Harbor Subdivision,water system,2022.0,N, 948 ," 9,541,000 ", 310 ,,," 70,000 ", 3 ,,,,,,," 9,611,000 ", 313 ," 6,873,000 ",,TX1580023,N,Municipal Long,Private/IOU,683158,Municipal
683160,Pine Hill-Chapman Wsc,water system,2022.0,N, 597 ," 21,896,130 ", 199 ,,,,,,,,,,," 21,896,130 ", 199 ,,,TX2010007,N,Municipal Long,Water Supply Corporation,683160,Municipal
683161,Pine Lake Subdivision North Wsc,water system,2022.0,N, 249 ," 3,245,000 ", 83 ,,,,,,,,,,," 3,245,000 ", 83 ,,,TX1700382,N,Municipal Long,Water Supply Corporation,683161,Municipal
683167,Pine Oak Forest Water,water system,2022.0,Y, 115 ," 4,131,000 ", 43 ,,,,,,,,,,," 4,131,000 ", 43 ,,,TX1010751,N,Municipal Long,Private/IOU,683167,Municipal
683180,City Of Pinehurst,water system,2022.0,N," 2,216 "," 29,259,560 ", 664 ," 12,508,160 ", 14 ," 18,620,030 ", 173 ,,,,,,," 60,387,750 ", 851 ,,,TX1810009,N,Municipal Long,Municipal,683180,Municipal
